用户ID,年龄,性别,历史订单数量,购买频率,平均消费金额,优惠券使用,配送距离,是否购买,购买金额,购买等级
499,26,男,18,6,60.39,0,3.81,0,0,未购买
500,21,女,20,5,68.19,1,6.25,0,0,未购买
501,44,女,19,5,34.35,1,2.28,0,0,未购买
502,54,男,16,7,48.07,1,2.05,1,315.87,中
503,21,男,19,7,57.34,0,2.97,0,0,未购买
504,41,男,20,7,36.87,0,3.79,0,0,未购买
505,28,男,16,11,38.75,0,4.19,0,0,未购买
506,30,女,17,12,59.72,1,1.9,1,741.69,高
507,29,男,16,8,37.52,0,3.22,0,0,未购买
508,26,女,16,6,29.46,0,1.18,0,0,未购买
509,35,女,18,8,48.39,0,3.06,0,0,未购买
510,27,男,14,4,41.66,0,1.08,0,0,未购买
511,,男,19,7,50.53,0,3.01,1,385.99,中
512,34,女,24,4,58.96,0,2.16,0,0,未购买
513,33,男,28,12,72.37,1,3.45,1,943.98,高
514,26,男,19,7,48.52,0,1.94,0,0,未购买
515,29,女,16,4,60.03,0,8.2,0,0,未购买
516,43,男,12,6,54.44,1,3.46,0,0,未购买
517,40,女,22,9,71.94,1,3.23,1,596.1,高
518,25,女,18,9,29.73,0,2.01,0,0,未购买
519,36,女,16,4,34.25,0,3.13,0,0,未购买
520,43,女,17,2,68.85,0,4.5,0,0,未购买
521,18,男,12,2,38.89,0,3.04,0,0,未购买
522,40,男,26,10,62.79,0,1.46,0,0,未购买
523,28,男,15,9,19.32,0,1.24,1,194.6,低
524,41,女,22,7,51.05,1,1.63,1,348.3,中
525,27,女,19,10,77.84,1,5.26,1,763.12,高
526,18,女,19,10,53.64,0,2.96,0,0,未购买
527,19,女,15,3,53.94,0,5.57,0,0,未购买
528,35,男,20,10,37.27,0,,0,0,未购买
529,38,男,19,11,29.36,1,4.15,1,326.23,中
530,26,男,20,8,72.24,0,1.08,0,0,未购买
531,41,女,23,7,64.84,1,3.05,1,472.6,高
532,18,男,22,8,30.09,0,1.42,0,0,未购买
533,34,男,17,7,33.29,0,3.44,0,0,未购买
534,23,女,19,7,31.15,0,2.59,0,0,未购买
535,28,女,20,11,33.51,0,4.32,1,371.97,中
536,35,男,18,8,35.15,1,1.78,1,321.47,中
537,26,女,17,4,63.1,0,1.68,1,254.55,低
538,31,男,17,8,74.78,1,2.82,0,0,未购买
539,45,男,19,11,39.15,1,2.35,0,0,未购买
540,29,男,17,4,31.66,0,1.27,0,0,未购买
541,43,男,19,9,80.89,0,3.07,1,618.5,高
542,24,女,23,7,29.35,1,1.74,0,0,未购买
543,40,男,15,1,56.75,0,3.63,0,0,未购买
544,49,男,23,10,21.81,1,,0,0,未购买
545,18,女,22,8,39.85,1,2.51,1,327.58,中
546,27,女,31,7,77.95,0,4.96,0,0,未购买
547,41,女,14,5,35.68,0,3.58,0,0,未购买
548,33,男,20,5,74.23,1,1.12,0,0,未购买
549,39,男,16,5,68.72,0,0.93,0,0,未购买
550,,女,17,7,53.28,1,1.96,1,291.06,中
551,36,女,12,7,57.33,1,2.92,1,352.83,中
552,33,男,14,5,58.13,0,1.72,0,0,未购买
553,47,男,19,6,40.42,0,0.78,0,0,未购买
554,38,男,18,4,48.33,1,0.76,0,0,未购买
555,38,男,19,5,79.08,1,2.28,0,0,未购买
556,31,女,23,5,46.38,0,4.86,0,0,未购买
557,30,男,21,6,65.39,1,3.59,0,0,未购买
558,31,男,10,9,44.03,1,1.84,1,346.48,中
559,39,男,9,8,27.56,0,3.93,0,0,未购买
560,31,男,16,9,58.28,0,2.78,1,496.33,高
561,38,男,18,11,23.05,0,2.84,1,294.1,中
562,56,女,21,12,40.45,1,3.28,1,518.53,高
563,44,男,21,7,61.25,1,0.98,1,400.89,中
564,32,男,13,9,73.91,0,3.24,0,0,未购买
565,47,男,26,9,63.75,0,1.53,1,684.77,高
566,31,男,16,12,37.65,0,4.14,1,366.29,中
567,18,男,21,4,45.37,1,1.92,0,0,未购买
568,25,女,15,7,72.34,1,2.65,0,0,未购买
569,18,女,13,7,51.86,1,3.17,1,343.89,中
570,31,女,15,7,69.45,1,2.33,0,0,未购买
571,35,女,14,7,60.05,1,3.27,0,0,未购买
572,52,男,15,10,39.92,1,1.03,1,379.88,中
573,38,男,18,5,58.59,0,3.62,0,0,未购买
574,33,男,16,6,70,0,1.8,0,0,未购买
575,43,女,19,8,19.88,0,1.93,1,161.99,低
576,18,男,24,7,52.12,0,2.94,0,0,未购买
577,37,女,20,9,39.78,0,1.77,0,0,未购买
578,43,女,20,4,40.06,0,2.21,0,0,未购买
579,20,女,26,7,29.38,1,8.39,1,182.39,低
580,46,女,8,3,66.33,0,2.33,0,0,未购买
581,38,女,13,8,28.72,1,,1,214.52,低
582,31,男,11,5,50.82,1,3.47,0,0,未购买
583,41,男,15,1,39,0,3.16,0,0,未购买
584,58,女,17,5,57.2,1,1.11,0,0,未购买
585,37,男,19,7,58.26,1,4.85,0,0,未购买
586,37,男,18,7,56.06,1,2.67,1,381,中
587,,女,22,4,15,0,3.8,0,0,未购买
588,27,男,12,8,30.14,1,2.14,0,0,未购买
589,43,女,18,14,56.34,1,1.87,1,752.84,高
590,26,男,19,6,43.55,0,1.35,1,272.93,低
591,36,男,13,7,73.57,0,6.39,0,0,未购买
592,30,女,22,5,63.98,0,2.78,0,0,未购买
593,40,女,20,3,61.65,0,8.25,0,0,未购买
594,38,男,16,4,28.15,0,1.71,1,107.44,低
595,45,女,24,9,45.73,0,1.6,0,0,未购买
596,30,男,18,11,52.34,0,2.66,1,541.76,高
597,32,男,19,3,76.12,0,2.89,0,0,未购买
598,25,男,14,2,23.68,1,1.31,0,0,未购买
599,31,男,19,9,73.57,0,3.17,0,0,未购买
600,39,女,17,6,41.49,1,2.73,0,0,未购买
601,43,女,19,3,64.01,1,2.12,0,0,未购买
602,26,男,11,7,28.74,0,3.13,0,0,未购买
603,44,女,16,2,71.37,1,4.44,0,0,未购买
604,49,男,21,5,56.77,1,5.2,0,0,未购买
605,39,男,12,7,54.99,1,4.04,1,426.05,中
606,54,女,19,11,15.82,1,2.49,1,187.35,低
607,27,男,9,5,55.08,0,1.81,1,266.75,低
608,23,男,13,7,50.13,1,2.13,0,0,未购买
609,18,女,18,4,34.61,1,3.51,1,145.64,低
610,50,男,17,7,55.35,0,1.19,0,0,未购买
611,42,女,12,7,44.51,0,4.8,0,0,未购买
612,34,女,16,10,50.75,0,0.63,1,470.72,高
613,38,女,16,5,57.54,1,4.33,0,0,未购买
614,24,男,13,7,45.17,1,2.29,0,0,未购买
615,59,女,29,17,25.59,1,4.8,1,387.08,中
616,36,女,21,7,45.16,0,2.98,1,322.63,中
617,36,男,17,7,45.92,0,3.72,1,351.87,中
618,42,女,15,10,62.3,0,1.51,1,592.09,高
619,40,男,19,15,41.04,0,1.17,1,571.94,高
620,37,男,18,4,51.77,0,0.86,0,0,未购买
621,27,女,20,7,40.12,1,2.01,1,265.48,低
622,40,男,19,3,47.36,0,4.08,0,0,未购买
623,54,女,13,5,35.04,1,2.73,1,177.06,低
624,48,女,22,7,37.46,1,3.56,0,0,未购买
625,51,男,7,3,31.71,0,2.86,0,0,未购买
626,30,男,12,7,49.45,1,1.91,0,0,未购买
627,25,男,19,16,32.4,0,0.87,1,429.95,中
628,34,女,16,2,69.94,0,1.98,0,0,未购买
629,36,女,21,3,29.64,0,1.52,0,0,未购买
630,46,女,17,7,76.57,0,1.38,0,0,未购买
631,18,男,16,6,58.95,1,4.05,0,0,未购买
632,50,男,17,8,35.22,1,3.82,0,0,未购买
633,33,女,20,6,40.93,0,1.93,0,0,未购买
634,31,男,11,11,56.42,0,2.63,0,0,未购买
635,25,女,19,8,50.6,1,5.54,0,0,未购买
636,18,女,21,7,69.75,1,1.19,1,532.04,高
637,43,女,26,9,31.39,1,2.9,1,303.27,中
638,36,男,17,4,74.33,1,3.15,1,337.91,中
639,22,女,18,8,35,0,2.37,0,0,未购买
640,22,男,15,5,77.33,0,2.63,0,0,未购买
641,32,女,25,4,85.5,0,7.03,0,0,未购买
642,52,男,19,10,31.54,0,4.69,1,317.91,中
643,32,男,25,10,73.88,1,2.8,0,0,未购买
644,20,男,15,6,37.58,0,5.09,1,151.43,低
645,33,女,24,7,24.71,0,1.7,0,0,未购买
646,32,男,18,9,24.75,0,5.78,0,0,未购买
647,18,男,17,7,49.56,1,2,0,0,未购买
648,34,男,15,1,24.96,1,4.93,0,0,未购买
649,33,女,19,1,50.64,0,1.63,0,0,未购买
650,42,男,19,3,48.97,1,3.78,0,0,未购买
651,53,女,23,5,28.46,0,3.74,0,0,未购买
652,46,女,14,9,49.82,0,6.14,1,423.81,中
653,32,女,23,2,61.95,0,4.52,0,0,未购买
654,24,女,10,6,66.78,0,1.87,1,421.35,中
655,61,女,15,4,43.62,0,5.07,1,140.86,低
656,36,女,15,6,34.86,1,4.59,1,220.83,低
657,35,男,13,6,32.88,1,2.37,0,0,未购买
658,35,女,13,7,42.22,0,3.18,0,0,未购买
659,37,女,20,6,44.72,0,1.07,0,0,未购买
660,34,女,12,6,49.96,0,3.12,0,0,未购买
661,29,男,17,4,38.52,0,1.68,0,0,未购买
662,30,男,12,7,77.5,1,2.23,1,491.27,高
663,35,女,17,9,38.34,0,2.88,0,0,未购买
664,30,女,15,7,37.24,1,3.19,0,0,未购买
665,28,男,11,13,57.84,0,2.69,0,0,未购买
666,36,男,11,6,37.96,0,2.43,0,0,未购买
667,32,女,13,6,74.99,0,3.15,0,0,未购买
668,50,男,11,9,57.47,1,2.92,0,0,未购买
669,18,女,27,4,63.56,0,1.51,0,0,未购买
670,46,女,11,3,55.58,0,5.65,0,0,未购买
671,47,男,22,7,42.58,0,2,1,298.91,中
672,18,女,20,7,61.29,0,0.99,1,381.63,中
673,32,女,20,4,39.03,1,1.26,0,0,未购买
674,31,男,13,4,41.38,0,5.41,0,0,未购买
675,21,男,18,7,56.59,1,1.63,1,448.36,高
676,27,女,19,3,65.86,1,1.74,0,0,未购买
677,24,男,24,5,41.3,0,2.34,0,0,未购买
678,53,男,10,5,24.83,1,1.58,1,120.26,低
679,44,男,19,8,37.69,1,3.7,0,0,未购买
680,48,女,20,6,66.96,0,3.19,0,0,未购买
681,42,女,16,9,53.45,0,3.41,0,0,未购买
682,24,女,20,8,61.34,1,2.8,1,475.3,高
683,30,女,15,6,21.12,0,,0,0,未购买
684,40,男,23,4,37.92,,2.64,0,0,未购买
685,23,女,14,4,49.95,0,3.63,1,211.92,低
686,42,男,14,0,43.89,0,3.51,0,0,未购买
687,33,女,14,2,80.41,0,2.46,0,0,未购买
688,31,男,10,6,56.5,0,2.31,1,348.37,中
689,42,男,12,7,33.15,0,3.65,0,0,未购买
690,39,男,19,8,67.54,1,2.38,1,485.23,高
691,31,女,18,9,34.69,1,2.67,1,341.58,中
692,47,男,15,6,47.74,0,3.05,0,0,未购买
693,24,男,15,6,76.46,1,5.77,0,0,未购买
694,41,男,23,4,19.25,0,2.58,0,0,未购买
695,41,男,23,7,35.79,1,1.45,0,0,未购买
696,32,女,19,8,80.03,1,1.04,1,586.66,高
697,38,女,22,9,78.45,1,3.34,0,0,未购买
698,22,男,19,5,54.21,1,3.91,0,0,未购买
699,44,女,17,12,50.5,0,3.7,1,518.18,高
700,33,女,14,9,59.62,0,2.81,0,0,未购买
701,30,男,14,9,56.89,0,3.78,1,564.7,高
702,45,男,24,7,56.47,0,2.66,1,421.84,中
703,28,男,17,5,57.01,1,3.42,0,0,未购买
704,21,女,15,13,43.33,0,1.34,0,0,未购买
705,19,男,16,9,65.25,0,2.39,0,0,未购买
706,41,女,16,8,60.55,0,2,1,446.61,高
707,22,女,24,6,53.58,0,3.89,0,0,未购买
708,53,男,15,10,49.39,1,2.44,1,452.57,高
709,18,男,14,5,39.72,1,2.4,0,0,未购买
710,52,女,11,8,46.64,1,1.68,1,378.16,中
711,37,男,17,14,80.55,0,3.33,1,1181.48,高
712,34,女,16,8,56.49,0,2.7,0,0,未购买
713,30,男,9,5,58.32,0,6.83,0,0,未购买
714,39,女,21,13,55.15,1,2.72,0,0,未购买
715,35,男,10,8,30.59,0,2.49,0,0,未购买
716,46,女,13,5,62.74,0,9.56,0,0,未购买
717,36,男,20,5,23.84,0,1.9,0,0,未购买
718,37,男,21,7,66.05,1,3.82,1,415.18,中
719,31,男,17,8,62.79,1,2.12,1,540.37,高
720,34,男,27,5,56.26,0,2.69,0,0,未购买
721,38,男,21,9,15.38,0,2.98,0,0,未购买
722,18,男,17,6,34.85,0,4.05,0,0,未购买
723,22,男,18,14,43.06,0,2.08,0,0,未购买
724,42,男,14,5,45.7,0,1.72,0,0,未购买
725,37,女,15,7,53.19,0,3.85,0,0,未购买
726,33,女,21,5,40.15,1,5.25,0,0,未购买
727,35,女,16,10,63.73,1,1.59,0,0,未购买
728,38,男,19,7,31.54,0,0.58,0,0,未购买
729,30,男,18,11,48.14,1,6.36,0,0,未购买
730,27,女,19,5,23.89,1,4.07,0,0,未购买
731,37,男,14,3,48.85,0,4.95,0,0,未购买
732,25,男,25,8,29.86,0,2.04,1,254.57,低
733,39,男,19,7,47.16,0,2.16,0,0,未购买
734,18,男,18,8,80.25,1,2.62,1,588.29,高
735,45,男,16,8,86.27,0,4.87,0,0,未购买
736,40,女,23,15,46.43,1,1.7,1,784.25,高
737,38,女,20,11,52.97,0,4.84,1,522.67,高
738,45,男,16,7,54.97,1,1.48,1,392.69,中
739,52,女,11,11,39.14,0,5.75,0,0,未购买
740,45,女,21,5,65.33,1,2.22,1,348.54,中
741,18,女,18,6,48.28,0,1.62,0,0,未购买
742,22,女,24,4,58.05,0,3.19,0,0,未购买
743,29,女,28,4,61.04,0,2.37,1,243.79,低
744,35,男,23,8,34.62,0,1.77,0,0,未购买
745,40,女,26,5,55.71,0,5.96,0,0,未购买
746,28,女,17,9,30.88,0,5.62,0,0,未购买
747,37,女,18,9,42.96,0,3.55,0,0,未购买
748,27,男,16,7,35.71,0,4.07,0,0,未购买
749,29,女,17,5,35.75,1,3.59,0,0,未购买
750,21,男,21,14,33.61,1,4.87,1,508.53,高
751,26,男,20,6,56.03,0,1.1,0,0,未购买
752,21,男,14,6,72.77,1,3.68,0,0,未购买
753,25,男,15,6,27.64,0,2.92,0,0,未购买
754,46,男,19,11,33.44,0,3.01,1,351.61,中
755,26,女,22,3,82.75,0,3.8,0,0,未购买
756,61,男,17,5,52.24,1,3.98,0,0,未购买
757,40,女,23,5,61.55,0,2.95,0,0,未购买
758,37,女,16,6,85.58,0,2.56,0,0,未购买
759,26,男,17,12,52.76,0,2.31,0,0,未购买
760,42,男,14,6,35.07,1,2.17,1,256.43,低
761,29,女,19,6,15,0,2.41,0,0,未购买
762,36,男,9,6,61.08,0,2.26,1,384.32,中
763,61,男,20,5,19.41,0,3.81,0,0,未购买
764,,女,12,4,35.4,0,3.11,1,142.13,低
765,46,男,23,6,51.05,1,2.97,0,0,未购买
766,28,男,15,5,42.88,1,8.29,0,0,未购买
767,35,女,17,3,28.69,1,2.51,1,98.07,低
768,53,男,23,8,60.04,0,6.11,1,501.96,高
769,29,男,15,5,59.39,0,2.26,0,0,未购买
770,53,男,12,4,33.28,1,,1,151.4,低
771,42,女,17,7,81.67,1,3.12,1,584.45,高
772,29,男,16,9,49.63,0,1.33,0,0,未购买
773,41,男,16,4,48.39,1,2.6,0,0,未购买
774,45,男,18,3,49.18,1,3.26,0,0,未购买
775,41,男,11,7,41.55,1,2.29,0,0,未购买
776,19,女,15,7,46.52,0,4.18,0,0,未购买
777,28,男,14,12,46.11,,,0,0,未购买
778,33,女,20,7,15,0,3.81,0,0,未购买
779,34,男,18,10,49.38,0,3.05,0,0,未购买
780,41,女,16,5,40.14,1,1.09,0,0,未购买
781,37,女,10,2,46.94,0,3.64,0,0,未购买
782,22,男,19,7,70.34,0,2.65,0,0,未购买
783,39,女,14,6,41.36,1,4.01,1,262.15,低
784,41,男,16,8,65.35,0,4.09,0,0,未购买
785,41,女,25,7,48.15,1,0.7,1,320.39,中
786,46,女,13,6,54.97,0,1.24,1,334.95,中
787,43,女,20,7,48.86,1,6.69,0,0,未购买
788,40,男,23,4,32.6,0,5.34,0,0,未购买
789,34,男,15,5,35.57,0,2.79,0,0,未购买
790,18,男,18,7,51.64,1,1.48,1,330.16,中
791,39,男,18,8,25.23,0,3.95,0,0,未购买
792,37,女,16,7,65.82,0,4.54,0,0,未购买
793,38,男,20,7,44.15,1,3.99,1,340.38,中
794,22,男,20,5,67.68,1,2.59,0,0,未购买
795,24,男,14,10,40.92,1,1.3,1,421.95,中
796,46,男,20,12,58.36,0,4.61,1,821.09,高
797,35,男,20,1,43.41,1,2.15,0,0,未购买
798,42,女,19,4,59.18,1,,0,0,未购买
799,35,女,12,6,29.56,0,4.5,0,0,未购买
800,35,女,14,7,53.4,0,4.32,0,0,未购买
801,44,男,23,10,57.58,0,2.5,1,615.07,高
802,30,男,22,9,40,0,2.09,0,0,未购买
803,36,女,17,7,54.83,0,2.12,0,0,未购买
804,,男,25,6,57.9,1,2.5,0,0,未购买
805,31,男,24,6,36.56,0,1.02,0,0,未购买
806,32,女,16,4,48.13,0,1.43,0,0,未购买
807,37,男,13,5,52.35,0,3.54,0,0,未购买
808,30,女,16,10,37.42,0,3.4,0,0,未购买
809,48,女,16,4,42.95,0,1.78,0,0,未购买
810,26,女,18,6,45.39,0,2.57,0,0,未购买
811,33,男,12,12,61.64,0,2.17,1,800.27,高
812,31,女,29,2,44.89,1,3.28,0,0,未购买
813,49,男,18,7,66.24,0,0.99,1,468.2,高
814,37,男,7,12,51.67,1,2.26,1,677.66,高
815,45,女,17,9,41.21,0,6.65,0,0,未购买
816,20,男,17,10,73.81,1,4.76,1,692.77,高
817,38,女,20,7,47.72,0,4.41,0,0,未购买
818,44,女,20,10,25.31,1,3.12,1,266.94,低
819,36,男,19,10,65.03,0,1.99,0,0,未购买
820,46,男,16,13,41.47,1,2.57,1,551.62,高
821,30,男,14,2,48.64,0,2.43,0,0,未购买
822,49,男,22,6,55.85,0,5.01,0,0,未购买
823,58,女,27,4,53.69,0,1.59,1,200.26,低
824,31,女,19,7,67.99,0,5.34,0,0,未购买
825,31,女,18,4,36.27,0,3.36,0,0,未购买
826,50,女,19,7,51.88,0,2.33,1,293.22,中
827,51,女,12,5,75.94,1,2.82,0,0,未购买
828,30,女,20,9,29.74,0,3.26,0,0,未购买
829,31,女,17,4,64.61,0,4.06,1,248.44,低
830,32,女,21,7,17.89,1,2.61,0,0,未购买
831,22,男,22,4,43.71,1,1.46,1,187.36,低
832,26,女,14,6,50.36,0,2.98,0,0,未购买
833,25,女,19,6,31.95,0,2.46,0,0,未购买
834,27,女,16,4,49.24,0,1.64,0,0,未购买
835,35,男,26,9,68.27,0,6.72,0,0,未购买
836,37,女,20,5,35.9,1,2.69,0,0,未购买
837,51,女,27,7,59.82,1,3.01,1,356.83,中
838,25,男,21,8,48.99,0,3.61,0,0,未购买
839,45,男,11,9,67.29,1,2.19,1,630.5,高
840,33,男,13,12,37.51,0,1.55,0,0,未购买
841,35,男,22,7,34.44,0,1.42,0,0,未购买
842,42,男,13,6,27.3,1,3.88,1,180.51,低
843,24,男,25,7,73.44,1,5.77,0,0,未购买
844,39,男,23,9,37.7,,3.02,0,0,未购买
845,37,女,17,2,60.16,0,1.82,0,0,未购买
846,40,女,22,6,36.47,0,5.66,0,0,未购买
847,38,女,16,5,29.42,0,7.66,1,134.21,低
848,60,男,19,5,50.68,1,3.1,0,0,未购买
849,29,女,23,3,22.31,1,1.93,0,0,未购买
850,30,女,22,6,47.79,1,1.51,0,0,未购买
851,29,男,17,11,37.93,0,8.78,0,0,未购买
852,29,男,17,9,40.01,1,2.9,0,0,未购买
853,29,女,19,11,40.72,1,1.45,0,0,未购买
854,47,男,20,5,46.71,1,2.91,0,0,未购买
855,49,女,21,8,27.44,1,3.51,0,0,未购买
856,29,男,19,10,73.5,1,2.48,1,732.09,高
857,27,男,15,8,33.25,0,2.38,0,0,未购买
858,40,女,13,6,58.13,1,3.07,0,0,未购买
859,29,女,13,5,40.53,1,2.57,1,204.28,低
860,41,男,24,4,32.93,0,2.3,0,0,未购买
861,37,女,23,4,47.48,0,2.52,0,0,未购买
862,20,女,23,4,67.96,0,2.19,0,0,未购买
863,50,男,17,9,34.36,0,8.46,0,0,未购买
864,53,男,15,8,60.07,1,3.55,0,0,未购买
865,29,男,17,9,53.89,0,3.15,1,467.68,高
866,31,男,14,6,30.2,0,1.97,0,0,未购买
867,38,男,24,3,31.45,0,1.92,1,102.41,低
868,38,女,16,7,62.69,0,4.82,0,0,未购买
869,42,女,23,9,30.68,0,2.13,0,0,未购买
870,55,女,16,8,34.76,1,2.47,1,309.22,中
871,33,男,19,4,47.25,0,1.8,0,0,未购买
872,27,女,23,10,34.68,1,1.81,1,352.61,中
873,21,女,22,4,39.96,0,1.1,0,0,未购买
874,28,男,13,7,52.93,0,2.46,0,0,未购买
875,35,男,20,7,28.81,0,4.24,0,0,未购买
876,53,男,14,8,45.58,0,3.22,0,0,未购买
877,30,男,27,7,39.12,0,3.52,0,0,未购买
878,37,男,17,10,63.65,1,1.32,1,703.18,高
879,35,男,20,3,51.71,0,9.02,0,0,未购买
880,47,女,14,8,42.55,0,5.24,1,328.54,中
881,60,女,20,9,55.99,1,3.29,1,501.69,高
882,30,女,16,6,76.76,0,1.48,0,0,未购买
883,30,男,10,6,38.35,0,3.17,0,0,未购买
884,45,男,10,4,29.69,1,3.33,0,0,未购买
885,42,女,18,1,45.79,1,1.6,0,0,未购买
886,53,男,20,5,81.66,1,3.76,0,0,未购买
887,41,女,15,12,51.92,0,3.54,0,0,未购买
888,31,女,22,6,59.58,0,6.17,0,0,未购买
889,41,男,25,7,55.29,0,0.99,0,0,未购买
890,46,男,17,12,50.73,0,2,1,596.98,高
891,43,女,14,5,28.41,0,1.33,1,132.98,低
892,40,女,19,5,49.98,0,2.82,0,0,未购买
893,46,女,21,9,55.18,1,5.29,0,0,未购买
894,47,女,21,10,47.68,1,2.79,1,503.81,高
895,49,女,23,13,49.33,1,4.66,1,622.73,高
896,41,男,23,3,41.93,0,1.06,0,0,未购买
897,33,女,20,6,26.42,1,1.72,0,0,未购买
898,36,女,14,4,45,0,2.42,0,0,未购买
899,47,男,16,5,68.5,0,1.49,1,386.01,中
900,27,男,21,9,24.85,1,1.73,0,0,未购买
901,39,男,11,9,62.82,1,1.17,1,556.93,高
902,31,女,27,1,73.5,1,2.95,0,0,未购买
903,35,女,7,9,68.7,0,3.44,1,590.29,高
904,48,女,18,5,60.1,0,4.03,0,0,未购买
905,37,男,26,8,40.22,0,2.05,1,249.23,低
906,35,男,15,9,54.94,0,2.36,1,429.36,中
907,21,男,18,5,63.07,1,2.36,0,0,未购买
908,42,女,10,7,16.4,1,1.36,0,0,未购买
909,41,男,21,3,35.23,1,2.56,1,101.18,低
910,57,男,14,6,31.72,,1.55,0,0,未购买
911,32,男,15,10,54.51,0,5.96,0,0,未购买
912,37,女,19,9,27.88,0,4.17,0,0,未购买
913,37,女,21,9,44.34,1,1.41,1,388.5,中
914,51,男,16,3,33.28,,3.41,1,99.22,低
915,34,男,21,8,46.06,1,1.27,1,366.64,中
916,38,男,18,7,60.69,0,0.69,1,383.21,中
917,41,女,24,8,44.9,0,2.6,0,0,未购买
918,37,男,19,8,82.49,0,2.61,1,587.82,高
919,,女,11,5,64.9,1,2.74,1,314.46,中
920,37,女,17,8,68.77,1,3.79,0,0,未购买
921,46,男,23,9,66.25,1,6.77,0,0,未购买
922,25,女,20,6,47.52,1,3.21,1,282.71,低
923,36,男,10,11,45.23,0,1.97,1,488.4,高
924,28,男,19,9,54.88,,2.36,1,464.04,高
925,47,男,21,8,56.56,0,4.47,0,0,未购买
926,20,男,19,11,51.12,0,2.67,0,0,未购买
927,29,男,14,6,43.16,0,3.08,0,0,未购买
928,39,女,14,8,25.46,0,3.04,1,206.84,低
929,51,男,7,5,33.13,0,2.38,0,0,未购买
930,34,男,23,9,60.84,0,2.96,1,631.35,高
931,29,男,24,7,25.74,1,5.26,1,198.23,低
932,54,女,21,4,52.82,0,1.79,1,228.48,低
933,21,女,17,9,76.03,0,1.63,1,725.38,高
934,18,男,23,14,37.53,1,2,1,608.01,高
935,39,男,17,5,42.75,1,4.36,0,0,未购买
936,30,男,22,4,54.38,1,1.68,1,229.2,低
937,25,女,15,9,40.32,1,2.34,0,0,未购买
938,42,男,18,5,50.01,1,5.02,1,301.43,中
939,37,男,24,3,26.11,0,4.04,0,0,未购买
940,29,男,13,6,24.49,0,3.63,0,0,未购买
941,22,女,19,10,36.45,0,6.11,0,0,未购买
942,44,男,16,4,51.37,1,1.18,0,0,未购买
943,42,男,16,10,29.04,0,2.52,0,0,未购买
944,34,女,15,8,42.29,0,5.86,1,356.91,中
945,53,女,16,5,50.8,0,3.31,0,0,未购买
946,24,男,25,8,64.14,0,3.68,0,0,未购买
947,20,男,13,7,60.97,1,2.52,1,360.21,中
948,28,男,20,5,15,0,3.03,0,0,未购买
949,35,男,22,6,66.32,0,0.9,1,415.47,中
950,,男,13,3,67.56,0,2.76,0,0,未购买
951,33,男,23,7,31.32,0,6.58,0,0,未购买
952,39,男,15,7,30.56,0,3.95,0,0,未购买
953,22,男,18,11,63.46,1,1.75,1,689.3,高
954,49,男,22,4,48.51,1,2.47,1,212.74,低
955,34,男,14,3,54.89,1,1.53,0,0,未购买
956,46,男,24,11,61.39,0,0.9,0,0,未购买
957,38,男,13,8,21.04,0,2.79,0,0,未购买
958,40,男,23,8,53.68,1,1.44,1,447.72,高
959,41,男,22,6,30.12,1,3.56,0,0,未购买
960,39,女,17,4,63.67,0,3.07,0,0,未购买
961,41,女,21,13,55.37,1,2.46,1,757.77,高
962,48,女,15,6,52.26,0,4.63,1,328.95,中
963,37,女,18,6,33.29,0,5.06,0,0,未购买
964,42,女,20,7,49.79,0,1.92,0,0,未购买
965,34,男,27,7,28.01,0,6.53,0,0,未购买
966,49,男,14,7,35.06,1,1.5,1,264.23,低
967,28,女,18,6,54.27,0,5.94,0,0,未购买
968,53,女,19,8,57.87,1,2.49,0,0,未购买
969,35,女,14,11,57.82,0,1.65,0,0,未购买
970,21,男,14,11,58.28,1,3.82,1,639.77,高
971,36,男,22,12,25.85,1,3.53,0,0,未购买
972,28,女,11,5,52.81,0,3.15,1,280.79,低
973,43,男,20,3,52.09,0,3.02,1,159.56,低
974,28,男,16,4,58.75,0,2.44,1,265.97,低
975,31,男,13,7,66.91,1,1.62,0,0,未购买
976,18,女,20,5,30.27,0,1.16,0,0,未购买
977,30,女,15,5,52.49,0,3.53,0,0,未购买
978,18,女,21,8,59.98,0,2.28,1,509.22,高
979,19,男,11,6,15,0,2.99,0,0,未购买
980,43,男,14,5,41.08,1,2.33,0,0,未购买
981,43,女,24,10,33.76,0,2.88,1,408.85,中
982,39,男,24,5,32.77,0,2.05,0,0,未购买
983,25,男,21,6,41.1,0,3.18,0,0,未购买
984,35,女,23,3,54.96,1,2.2,0,0,未购买
985,35,女,19,7,25.45,0,4.39,0,0,未购买
986,23,男,19,8,72.53,0,1.74,0,0,未购买
987,50,女,17,6,49.19,0,1.55,0,0,未购买
988,44,女,28,9,65.31,0,2.3,0,0,未购买
989,33,女,10,6,55.78,0,1.84,0,0,未购买
990,35,男,16,8,63.87,0,5.32,0,0,未购买
991,37,女,24,7,81.61,1,2.62,0,0,未购买
992,18,男,14,7,62.58,1,3.27,0,0,未购买
993,33,男,21,9,75.11,0,1.78,0,0,未购买
994,28,女,18,4,78.62,1,1.95,0,0,未购买
995,25,男,16,7,88.23,0,2.9,0,0,未购买
996,32,女,17,7,30.65,1,5.97,0,0,未购买
997,53,女,17,8,60.05,0,3.68,0,0,未购买
998,41,男,23,4,55.81,0,2.32,0,0,未购买
